346	25738	58374
347	25563	58526
348	25398	58701
349	25228	58867
350	25046	59001
351	24869	59149
352	24700	59313
353	24538	59498
354	24336	59582
355	24166	59745
356	23993	59900
357	23819	60051
358	23657	60233
359	23487	60396
360	23313	60548
361	23144	60713
362	22972	60869
363	22802	61029
364	22625	61173
365	22456	61336
366	22289	61506
367	22121	61672
368	21960	61858
369	21790	62018
370	21582	62070
371	21419	62250
372	21254	62424
373	21091	62605
374	20929	62789
375	20765	62966
376	20592	63115
377	20425	63286
378	20255	63445
379	20097	63642
380	19928	63805
381	19760	63970
382	19595	64145
383	19427	64312
384	19265	64496
385	19103	64684
386	18940	64868
387	18772	65031
388	18605	65202
389	18434	65357
390	18264	65517
391	18095	65681
392	17923	65829
393	17753	65987
394	17584	66150
395	17415	66312
396	17244	66465
397	17077	66634
398	16907	66792
399	16739	66959
400	16569	67113
401	16396	67260
402	16229	67426
403	16059	67582
404	15894	67759
405	15725	67921
406	15559	68094
407	15392	68261
408	15221	68415
409	15057	68597
410	14893	68776
411	14728	68955
412	14575	69191
413	14419	69412
414	14260	69625
415	14098	69820
416	13930	69987
417	13765	70168
418	13600	70352
419	13433	70524
420	13266	70696
421	13099	70872
422	12928	71021
423	12757	71176
424	12592	71359
425	12403	71402
426	12233	71560
427	12065	71725
428	11896	71880
429	11731	72064
430	11566	72248
431	11380	72297
432	11211	72454
433	11044	72628
434	10869	72743
435	10711	72970
436	10529	73039
437	10374	73290
438	10206	73456
439	10044	73658
440	9878	73837
441	9707	73977
442	9541	74152
443	9374	74328
444	9205	74478
445	9038	74648
446	8866	74777
447	8700	74957
448	8537	75165
449	8371	75343
450	8204	75511
451	8027	75588
452	7860	75760
453	7691	75915
454	7523	76074
455	7359	76271
456	7193	76456
457	7026	76618
458	6859	76791
459	6691	76948
460	6522	77095
461	6354	77262
462	6191	77477
463	6023	77638
464	5857	77822
465	5693	78028
466	5528	78234
467	5361	78410
468	5193	78573
469	5026	78745
470	4858	78908
471	4690	79069
472	4523	79242
473	4355	79411
474	4188	79582
475	4015	79632
476	3848	79808
477	3681	79996
478	3515	80187
479	3348	80371
480	3182	80555
481	3015	80749
482	2847	80916
483	2679	81069
484	2513	81272
485	2346	81457
486	2179	81639
487	2011	81801
488	1844	81987
489	1676	82164
490	1509	82328
491	1341	82512
492	1172	82604
493	1005	82782
494	838	82969
495	670	83150
496	503	83333
497	335	83431
498	167	83630
499	0	83815
