iter	MAE
285	0.06781385697
286	0.06781125822
287	0.06780953585
288	0.0678087829
289	0.06780852433
290	0.06780672157
291	0.0678051603
292	0.06780417604
293	0.06780417551
294	0.067801261
295	0.06779949775
296	0.06779829762
297	0.06779814459
298	0.06779651626
299	0.06779529629
300	0.06779407581
301	0.06779404345
302	0.067789246
303	0.06778824616
304	0.06778689442
305	0.06778355165
306	0.06778167306
307	0.06778050576
308	0.06777583299
309	0.06777444718
310	0.06777353892
311	0.06777184446
312	0.06777173677
313	0.06777065482
314	0.06776893201
315	0.06776794391
316	0.0677666288
317	0.06776564457
318	0.06776386013
319	0.06776358204
320	0.06776160736
321	0.06776011399
322	0.06775992468
323	0.06775977188
324	0.06775841587
325	0.06775817737
326	0.0677571571
327	0.0677551977
328	0.06775516165
329	0.06775333008
330	0.06775284435
331	0.06775281741
332	0.0677518718
333	0.06775110351
334	0.06774891581
335	0.06774732035
336	0.06774599725
337	0.06774523632
338	0.06774504876
339	0.06774310904
340	0.06774264793
341	0.06774140537
342	0.06774075094
343	0.06773808894
344	0.06773670934
345	0.06773396845
346	0.06773267892
347	0.06773192272
348	0.06773106047
349	0.06772962651
350	0.0677292853
351	0.06772581482
352	0.0677250188
353	0.0677247267
354	0.06772469802
355	0.06772448573
356	0.06772266539
357	0.06772009304
358	0.06771883732
359	0.06771684784
360	0.06771408566
361	0.06771315361
362	0.06771241586
363	0.06771174564
364	0.06771088425
365	0.06770907165
366	0.06770722546
367	0.0677067662
368	0.06770561405
369	0.06770451478
370	0.06770450817
371	0.06770393248
372	0.06770319857
373	0.06770263283
374	0.0677014932
375	0.06769994637
376	0.06769722088
377	0.06769619517
378	0.06769544889
379	0.06769522841
380	0.06769194316
381	0.067689952
382	0.06768901613
383	0.06768840794
384	0.06768795747
385	0.06768592276
386	0.06768541983
387	0.06768386956
388	0.06768276135
389	0.06767914815
390	0.06767709665
391	0.06767642001
392	0.06767532668
393	0.06767089827
394	0.06766987506
395	0.06766756518
396	0.06766648059
397	0.06766582346
398	0.06766483994
399	0.06766365583
400	0.06766204808
401	0.06766132161
402	0.06766031883
403	0.0676592121
404	0.06765737862
405	0.06765514865
406	0.06765504318
407	0.06765258891
408	0.06765152388
409	0.06765109061
410	0.06765096851
411	0.06765070604
412	0.06764976037
413	0.06764831226
414	0.06764780242
415	0.06764734387
416	0.06764651855
417	0.06764477221
418	0.06764429557
419	0.06764242288
420	0.06764066656
421	0.06764035341
422	0.06763770025
423	0.06763600619
424	0.06763515218
425	0.06763514099
426	0.06763436835
427	0.06763362952
428	0.06763186559
429	0.06763089952
430	0.06763018877
431	0.06763015123
432	0.06762898088
433	0.06762866497
434	0.06762851139
435	0.06762794628
436	0.06762786114
437	0.06762705489
438	0.06762558807
439	0.06762464074
440	0.06762326896
441	0.06762284622
442	0.06762083679
443	0.06761917765
444	0.06761872905
445	0.06761839632
446	0.06761804635
447	0.06761609535
448	0.06761520367
449	0.06761414603
450	0.06761201713
451	0.06761196627
452	0.06761033294
453	0.06760816357
454	0.06760766273
455	0.06760677214
456	0.06760608958
457	0.06760365715
458	0.0676021479
459	0.06760159202
460	0.06759918728
461	0.06759797618
462	0.06759654203
463	0.06759378506
464	0.06759258181
465	0.06759090512
466	0.06759006753
467	0.06758953678
468	0.0675884022
469	0.06758738879
470	0.06758581094
471	0.06758458323
472	0.06758275544
473	0.06758071869
474	0.06757945113
475	0.06757945078
476	0.06757618885
477	0.06757559247
478	0.06757391272
479	0.06757326939
480	0.06757191376
481	0.06757100806
482	0.06756958316
483	0.06756629597
484	0.06756543684
485	0.06756472382
486	0.06756387093
487	0.06756191378
488	0.06756057381
489	0.06756019289
490	0.06755968716
491	0.06755872902
492	0.06755869556
493	0.06755720898
494	0.06755572533
495	0.06755469126
496	0.06755418617
497	0.06755404672
498	0.06755371214
499	0.06755182943
